sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,16.028042251666324,0.5050036022450843,0.024410733953118324,0.0604005828499794,0.5,1.4,200,False
1,18.525042850680915,0.6828411654839522,0.014027059078216553,0.05836077407002449,0.5,1.4,200,False
2,25.756294369514407,0.7643835418978825,0.00247667427174747,0.03795313462615013,0.5,1.4,200,False
3,27.99559379046361,0.8516460278518864,0.0014648991636931896,0.05122867226600647,0.5,1.4,200,False
4,19.98991827138005,0.6482225347570888,0.009877832606434822,0.07547879964113235,0.5,1.4,200,False
5,20.01466754862715,0.6619580805361616,0.009217212907969952,0.05287785828113556,0.5,1.4,200,False
6,19.576498826232044,0.6323539557284615,0.009022810496389866,0.06361271440982819,0.5,1.4,200,False
7,25.723310975481454,0.7697900167514519,0.0026502157561481,0.04477633908390999,0.5,1.4,200,False
8,18.668004494109482,0.6151610726677554,0.013473953120410442,0.05746971443295479,0.5,1.4,200,False
9,19.293752873968824,0.706628125985663,0.011601910926401615,0.071889229118824,0.5,1.4,200,False
