sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_
0,-171.05965602676855,8.239934225745018e-19,1.2483910856343552e+17,2074780288.0,0.05,1.4,100
1,-171.7559573978272,-1.2893962624024832e-18,1.496465218375516e+17,2660158208.0,0.05,1.4,100
2,-161.35700524476104,2.774195703875234e-18,1.2740863717277696e+16,830723968.0,0.05,1.4,100
3,-166.66420481519611,1.6243659200102923e-18,4.283389782156902e+16,1927204352.0,0.05,1.4,100
4,-169.41236061525933,-7.979570708471693e-20,8.60774839835689e+16,2197578240.0,0.05,1.4,100
5,-163.02998725420815,-7.152722734834203e-18,1.858083168138035e+16,1119215360.0,0.05,1.4,100
6,-166.80699152571393,2.6322148284176603e-18,3.923655347352371e+16,1521768448.0,0.05,1.4,100
7,-165.34040667380896,-1.6142717205731803e-18,3.3857349600935936e+16,924277184.0,0.05,1.4,100
8,-172.5636572368489,9.812556745780498e-19,1.7892095020761088e+17,2791246848.0,0.05,1.4,100
9,-168.96624044852004,-7.136330187210836e-19,7.771928864699187e+16,2371027712.0,0.05,1.4,100
