sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,25.754679785523603,0.8990967604671066,0.0025996631011366844,0.021492600440979004,0.07,0.6,300,True
1,21.91225079353792,0.8249716803403158,0.006430516019463539,0.03218713030219078,0.07,0.6,300,True
2,29.506464716352664,0.925009855048571,0.001044363947585225,0.016167905181646347,0.07,0.6,300,True
3,31.172158399514323,0.9182254210022212,0.0007049386040307581,0.024321187287569046,0.07,0.6,300,True
4,29.508864396424027,0.9577857791854624,0.0011034865165129304,0.018613476306200027,0.07,0.6,300,True
5,26.341021949705258,0.9022512063206249,0.0021476533729583025,0.02560325339436531,0.07,0.6,300,True
6,23.778967727490055,0.8684789663209181,0.003428427502512932,0.03302432596683502,0.07,0.6,300,True
7,36.91399121895071,0.9701653587775088,0.0002014712808886543,0.013289435766637325,0.07,0.6,300,True
8,22.83243210194862,0.8348781292593939,0.00516478531062603,0.0273250974714756,0.07,0.6,300,True
9,18.557252954434855,0.6925760316448641,0.013746099546551704,0.04197043925523758,0.07,0.6,300,True
