sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,lambda_rd,anis_param,clip
0,35.333483890957865,0.9665364640600541,0.000286441994830966,0.016896286979317665,0.7,0.9,25,9.999999999999999e-06,0.0046415888336127,True
1,30.384842820948204,0.9305244756495374,0.000914085132535547,0.020275168120861053,0.7,0.9,25,9.999999999999999e-06,0.0215443469003188,True
2,31.754538958871827,0.9536833860695177,0.0006223639938980341,0.013212580233812332,0.7,0.9,25,9.999999999999999e-06,0.0004641588833612,True
3,33.15938916319854,0.9320844488239571,0.00044609588803723454,0.008492425084114075,0.7,0.9,25,9.999999999999999e-06,0.0215443469003188,True
4,30.067305395734174,0.9333805228642142,0.0009703378309495747,0.01241972204297781,0.7,0.9,25,9.999999999999999e-06,0.0021544346900318,True
5,33.81949083240463,0.9528653595146749,0.00038381089689210057,0.006683829706162214,0.7,0.9,25,9.999999999999999e-06,0.01,True
6,29.362172186072378,0.945029901046502,0.0009479260770604014,0.010829751379787922,0.7,0.9,25,9.999999999999999e-06,0.001,True
7,38.85685041891608,0.9777287853606837,0.00012880338181275874,0.004905885085463524,0.7,0.9,25,9.999999999999999e-06,0.01,True
8,29.189991890879583,0.926593406731407,0.0011948029277846217,0.013225268572568893,0.7,0.9,25,9.999999999999999e-06,0.001,True
9,21.09804224214807,0.7868551566163164,0.007657739333808422,0.032407309859991074,0.7,0.9,25,9.999999999999999e-06,0.01,True
10,30.026629236849693,0.9734908494602416,0.0009822230786085129,0.02234756015241146,0.7,0.9,25,9.999999999999999e-06,0.0021544346900318,True
11,32.17374807145086,0.9242167512360495,0.0006053282995708287,0.01558805163949728,0.7,0.9,25,9.999999999999999e-06,0.0464158883361277,True
12,29.442523809329522,0.9606861061002325,0.001129227806814015,0.016063658520579338,0.7,0.9,25,9.999999999999999e-06,0.0046415888336127,True
13,24.793269828229562,0.8902104534554777,0.003306518541648984,0.021610118448734283,0.7,0.9,25,9.999999999999999e-06,0.01,True
14,33.39262062263807,0.9428944577558122,0.00045727542601525784,0.01786930114030838,0.7,0.9,25,9.999999999999999e-06,0.0004641588833612,True
15,39.0371254488833,0.9638184177063567,0.00012461788719519973,0.008226640522480011,0.7,0.9,25,9.999999999999999e-06,0.01,True
16,35.03528374021262,0.9657685571456841,0.0003126384981442243,0.012998254038393497,0.7,0.9,25,9.999999999999999e-06,0.0215443469003188,True
17,36.554571693954856,0.9713665013988689,0.0002208433870691806,0.01402291376143694,0.7,0.9,25,9.999999999999999e-06,0.0215443469003188,True
18,30.715675498363883,0.9195030041008234,0.0008184126345440745,0.012030432000756264,0.7,0.9,25,9.999999999999999e-06,0.01,True
19,28.83392324974937,0.9415752486440173,0.001264411024749279,0.011728390119969845,0.7,0.9,25,9.999999999999999e-06,0.0046415888336127,True
20,31.007822285326938,0.8881308297300855,0.0006784466677345335,0.0271748173981905,0.7,0.9,25,9.999999999999999e-06,0.01,True
21,41.23141396411497,0.9874890884778571,7.522924715885893e-05,0.00814264640212059,0.7,0.9,25,9.999999999999999e-06,0.0215443469003188,True
22,35.610795104303946,0.9731311680762514,0.0002695139264687896,0.01941588707268238,0.7,0.9,25,9.999999999999999e-06,0.0004641588833612,True
23,30.71201863525723,0.9104317980092806,0.0008471263572573662,0.02224556729197502,0.7,0.9,25,9.999999999999999e-06,0.0215443469003188,True
24,30.985627708434254,0.9221793279528495,0.0007936856127344072,0.018873270601034164,0.7,0.9,25,9.999999999999999e-06,0.0002154434690031,True
