sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_
0,35.71100281621762,0.974597224502433,0.0002625939669087529,0.0172270517796278,0.25,0.6,500
1,33.05741203341998,0.9239927924769643,0.0004940031212754548,0.013220574706792831,0.25,0.6,500
2,33.728061948088374,0.9831543898496342,0.00039508644840680063,0.012813443318009377,0.25,0.6,500
3,38.0598219687828,0.9877735703752998,0.0001443394139641896,0.009768766351044178,0.25,0.6,500
4,33.72316214645115,0.976534801909183,0.00041815501754172146,0.011121281422674656,0.25,0.6,500
5,39.083873191488586,0.9841174293536273,0.00011420342343626544,0.010553436353802681,0.25,0.6,500
6,36.34221901679407,0.991223802292187,0.00019000709289684892,0.010140052996575832,0.25,0.6,500
7,35.75085169475428,0.9675884005547308,0.00026334624271839857,0.008316144347190857,0.25,0.6,500
8,34.3862177642427,0.973175090901992,0.0003611384308896959,0.013443074189126492,0.25,0.6,500
9,37.418539005202696,0.9756095670817191,0.0001786696957424283,0.013696344569325447,0.25,0.6,500
