sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,16.12783385581822,0.5060221816926469,0.02385622262954712,0.059657465666532516,0.7,1.0,200,False
1,18.72720076959255,0.6945194733143675,0.013389082625508308,0.05785723403096199,0.7,1.0,200,False
2,26.127142665031254,0.7680084852093455,0.002273966558277607,0.03611128032207489,0.7,1.0,200,False
3,27.950110237408907,0.8534944066681713,0.0014803217491135001,0.05040929839015007,0.7,1.0,200,False
4,19.8563579197373,0.6405480028279027,0.010186329483985901,0.07414385676383972,0.7,1.0,200,False
5,19.87441576767646,0.647090078937965,0.009519734419882298,0.05118768662214279,0.7,1.0,200,False
6,19.656769101994986,0.6311080107809647,0.008857574313879013,0.06265907734632492,0.7,1.0,200,False
7,25.370791458687126,0.7604170588092154,0.0028743071015924215,0.04291051626205444,0.7,1.0,200,False
8,18.579078730004767,0.6062589443402696,0.013752689585089684,0.05737544968724251,0.7,1.0,200,False
9,19.292936505036437,0.7224669265163144,0.01160409115254879,0.06900253146886826,0.7,1.0,200,False
