sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,24.953791015115947,0.8672687770822477,0.003126122523099184,0.02552402950823307,0.25,0.8,300,True
1,21.98435493328627,0.8168284057212323,0.006324634421616793,0.03256593272089958,0.25,0.8,300,True
2,28.763889634039977,0.9151937034357062,0.001239108620211482,0.01879628375172615,0.25,0.8,300,True
3,29.652069590243958,0.8977371044008537,0.001000368851236999,0.02645726315677166,0.25,0.8,300,True
4,29.029964361621303,0.9453257590732215,0.0012321315007284284,0.02249123342335224,0.25,0.8,300,True
5,26.15167576430087,0.8891110875934167,0.0022433591075241566,0.027473296970129013,0.25,0.8,300,True
6,23.31738273041669,0.8434668118480603,0.0038128825835883617,0.03635251522064209,0.25,0.8,300,True
7,35.06436620954665,0.9608269584345006,0.0003084435302298516,0.01593250036239624,0.25,0.8,300,True
8,23.27842948001112,0.8379623691935354,0.0046607148833572865,0.027379103004932404,0.25,0.8,300,True
9,18.587167400585482,0.6844434080484695,0.013651741668581963,0.04555186256766319,0.25,0.8,300,True
