sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,34.22095867526442,0.9672657921333616,0.0003700745292007923,0.011099515482783318,0.1,1.4,300,False
1,39.24894062962853,0.9818519737544567,0.00011873446783283725,0.009612174704670906,0.1,1.4,300,False
2,37.86294958267943,0.9833904780655084,0.00015247665578499436,0.010253151878714561,0.1,1.4,300,False
3,40.79570350580441,0.9883505116583025,7.687706965953112e-05,0.008173707872629166,0.1,1.4,300,False
4,27.766275043983455,0.9343683503191414,0.0016482610953971744,0.012428201735019684,0.1,1.4,300,False
5,42.47509288128002,0.9929458973977342,5.2306677389424294e-05,0.008314658887684345,0.1,1.4,300,False
6,38.74278533965477,0.9876592355031594,0.00010932341683655977,0.010573803447186947,0.1,1.4,300,False
7,39.74819643614281,0.9726385846195821,0.00010490415297681466,0.007162771187722683,0.1,1.4,300,False
8,32.86536206585706,0.9566063186148003,0.0005125771858729422,0.010262656956911087,0.1,1.4,300,False
9,39.118123507445006,0.9792097525515423,0.00012080709711881354,0.01207735762000084,0.1,1.4,300,False
