sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,24.98366889518875,0.861635392473605,0.0031046895310282707,0.02727261371910572,0.35,1.2,100,True
1,21.898665793098097,0.815392275658144,0.006450662389397621,0.03207171708345413,0.35,1.2,100,True
2,28.45655428215546,0.9148012872448443,0.001329973223619163,0.021147025749087334,0.35,1.2,100,True
3,28.976406109877793,0.8891508828949097,0.001168763148598373,0.02719985321164131,0.35,1.2,100,True
4,28.652053300397306,0.9455541067971042,0.0013441513292491436,0.024842996150255203,0.35,1.2,100,True
5,26.41975015775663,0.8949420760723983,0.0021090719383209944,0.028430793434381485,0.35,1.2,100,True
6,23.206070716474283,0.839459058777112,0.003911872394382954,0.03906446695327759,0.35,1.2,100,True
7,34.226814311400105,0.9623697976455846,0.00037405104376375675,0.016567563638091087,0.35,1.2,100,True
8,23.427861214983402,0.8363512634833477,0.004503076896071434,0.02753475308418274,0.35,1.2,100,True
9,18.43967822181242,0.6627970316085967,0.014123325236141682,0.049239084124565125,0.35,1.2,100,True
