sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,16.39354248542217,0.5240037225558912,0.022440411150455475,0.054315079003572464,0.25,1.2,100,False
1,18.230591904527692,0.6780460061839665,0.015011072158813477,0.054923657327890396,0.25,1.2,100,False
2,26.259174569786975,0.7862629881580244,0.002205875003710389,0.032806411385536194,0.25,1.2,100,False
3,28.392459237083223,0.8651126326759556,0.0013369686203077435,0.048435624688863754,0.25,1.2,100,False
4,19.80601433549358,0.6558789386637992,0.01030509639531374,0.07049601525068283,0.25,1.2,100,False
5,19.939455473769726,0.6725218400259257,0.009378228336572647,0.049762118607759476,0.25,1.2,100,False
6,19.796683077426458,0.6280233842792349,0.008576763793826103,0.06061573326587677,0.25,1.2,100,False
7,25.821658192396264,0.7743667044054037,0.0025908751413226128,0.04207630082964897,0.25,1.2,100,False
8,18.571534475008306,0.6172572854463366,0.013776600360870361,0.05544964596629143,0.25,1.2,100,False
9,19.391175504747963,0.7438033989046641,0.011344549246132374,0.06449192762374878,0.25,1.2,100,False
