sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_
0,-79.39967767133277,-1.8796560593773575e-09,85182984.0,68182.296875,0.25,300,0.8
1,-79.5158771503296,-1.1625666370085462e-09,89342608.0,68193.8203125,0.25,300,0.8
2,-79.98078984381162,1.707907941203505e-09,92806272.0,67537.46875,0.25,300,0.8
3,-79.45068097634046,-4.3753684878858143e-10,81364552.0,68781.3359375,0.25,300,0.8
4,-79.00465572361844,1.9877359379003738e-09,78364448.0,68210.7734375,0.25,300,0.8
5,-79.4599005803695,-2.181152899659428e-09,81668856.0,67981.6015625,0.25,300,0.8
6,-80.13043004874305,-2.4636255292631835e-10,84340216.0,69207.1875,0.25,300,0.8
7,-78.94897599556761,1.7030891216329771e-09,77715912.0,69415.3984375,0.25,300,0.8
8,-79.07191044782019,3.9899931699406705e-10,80073080.0,68250.8203125,0.25,300,0.8
9,-79.38105987247528,3.623528714049455e-09,85508792.0,68636.1328125,0.25,300,0.8
