sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,16.402430565731215,0.5326414768484128,0.022394534200429916,0.05200868099927902,0.07,1.4,100,False
1,18.186256303199553,0.6799596085507947,0.015165100805461407,0.05440455302596092,0.07,1.4,100,False
2,26.25599268328954,0.7943306302672367,0.002207491546869278,0.03294739872217178,0.07,1.4,100,False
3,28.480095329536038,0.8686990310933914,0.0013102603843435645,0.04878867417573929,0.07,1.4,100,False
4,20.080518947302906,0.6705566450225557,0.00967390090227127,0.07056200504302979,0.07,1.4,100,False
5,20.15532495912381,0.6887862178451604,0.008923472836613655,0.0501265786588192,0.07,1.4,100,False
6,19.68136703625012,0.6167591545621262,0.008807548321783543,0.060213349759578705,0.07,1.4,100,False
7,26.103991843112002,0.7851277029163889,0.0024278012569993734,0.042794119566679,0.07,1.4,100,False
8,18.678224093525458,0.6357453592643968,0.013442284427583218,0.05447831004858017,0.07,1.4,100,False
9,19.39919912856601,0.7493555272055175,0.01132360938936472,0.0642726942896843,0.07,1.4,100,False
