sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_
0,28.097408402728338,0.89202648935176,0.0015158081660047174,0.024113507941365242,0.5,1.0,200
1,32.96558830248854,0.9368004061904485,0.000504559138789773,0.018974820151925087,0.5,1.0,200
2,28.482926762752903,0.9412202569853103,0.0013219215907156467,0.018941126763820648,0.5,1.0,200
3,33.26698462063368,0.9722580917879278,0.0004351797397248447,0.01662113144993782,0.5,1.0,200
4,31.05467910048769,0.9767797076603699,0.0007730108918622136,0.016086788848042488,0.5,1.0,200
5,31.687552773120665,0.9631742907551543,0.0006270629237405956,0.015375309623777866,0.5,1.0,200
6,32.247176473340446,0.9739496196448126,0.0004878362233284861,0.016788402572274208,0.5,1.0,200
7,33.24356701000776,0.952554825489612,0.000469089369289577,0.009405681863427162,0.5,1.0,200
8,31.1868912915158,0.9435480027310589,0.0007544081308878958,0.018029145896434784,0.5,1.0,200
9,31.07958811639704,0.9422495347381377,0.0007690347265452147,0.021953919902443886,0.5,1.0,200
