sample_idx,psnr,ssim,mse,post_std_mean,alpha,sigma_used
0,36.34595584074607,0.9747372471465046,0.00022687649470753968,0.01298582088202238,1.0,0.05
1,42.97418265419858,0.9911674573571566,5.035616413806565e-05,0.010014387778937817,1.0,0.05
2,36.97307179628227,0.9783966095485678,0.00018715058104135096,0.011069399304687977,1.0,0.05
