sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_
0,30.81177367281953,0.93583685455419,0.0008113489602692425,0.018054736778140068,1.0,1.0,200
1,33.04872248597102,0.9619231467953161,0.0004949925350956619,0.019615689292550087,1.0,1.0,200
2,31.316164043427534,0.8974197670871198,0.000688465079292655,0.016165275126695633,1.0,1.0,200
3,33.98060304093323,0.9655178741343373,0.00036923837615177035,0.01388328243046999,1.0,1.0,200
4,23.890003923251935,0.8658823363510705,0.00402395473793149,0.020509036257863045,1.0,1.0,200
5,34.04394580485781,0.9738295247818664,0.00036447844468057156,0.014219812117516994,1.0,1.0,200
6,33.51508741998008,0.9710417372800249,0.0003643200034275651,0.016528025269508362,1.0,1.0,200
7,34.64032400411449,0.9017561853625903,0.0003400790737941861,0.012586413882672787,1.0,1.0,200
8,31.75204396691416,0.9565358204522985,0.00066235545091331,0.016055915504693985,1.0,1.0,200
9,31.656074825011377,0.9383498411048954,0.0006734375492669642,0.02515191026031971,1.0,1.0,200
