sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,23.85555318537616,0.8254645232088269,0.004025592003017664,0.033812567591667175,0.35,1.4,500,True
1,21.566937281906608,0.801470158591634,0.0069626918993890285,0.03562697023153305,0.35,1.4,500,True
2,26.751016342998774,0.883457283909144,0.001969684613868594,0.02591286040842533,0.35,1.4,500,True
3,27.97396753203143,0.8713320141813174,0.001472212141379714,0.029053853824734688,0.35,1.4,500,True
4,28.078167962735616,0.9421764955816501,0.0015340399695560336,0.028933698311448097,0.35,1.4,500,True
5,25.90607135710699,0.876026927092126,0.0023738828022032976,0.03049878217279911,0.35,1.4,500,True
6,22.654935147015678,0.8217901781686006,0.004441177938133478,0.04207818955183029,0.35,1.4,500,True
7,32.03040743568156,0.9490618058494739,0.0006202568183653057,0.020501580089330673,0.35,1.4,500,True
8,23.624768985110567,0.8284786143368403,0.004303468391299248,0.031288307160139084,0.35,1.4,500,True
9,18.1297095533959,0.6262888204808976,0.015168193727731705,0.05431095138192177,0.35,1.4,500,True
