sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,30.43791764222403,0.9335341662729795,0.0008842871757224202,0.015511401928961277,1.0,1.2,50,False
1,33.50466147133017,0.9654806180327546,0.0004456611059140414,0.01666196808218956,1.0,1.2,50,False
2,31.363959136563672,0.8987292589079607,0.0006809299811720848,0.01366959884762764,1.0,1.2,50,False
3,35.700144128238364,0.9762268759333312,0.00024851507623679936,0.011497312225401402,1.0,1.2,50,False
4,23.027376980115427,0.8391364132774027,0.004908127244561911,0.01902790740132332,1.0,1.2,50,False
5,33.810555792246376,0.9746149502794563,0.00038460135692730546,0.012165753170847893,1.0,1.2,50,False
6,34.823446700044585,0.9763005617294764,0.00026955478824675083,0.014501184225082397,1.0,1.2,50,False
7,35.02067800352191,0.911007106166729,0.0003115620056632906,0.01105936523526907,1.0,1.2,50,False
8,32.93779900768093,0.9651858486135185,0.0005040987743996084,0.015157910995185375,1.0,1.2,50,False
9,33.73984900071767,0.9592397923055571,0.000416792492615059,0.020788537338376045,1.0,1.2,50,False
