sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,24.53467468416366,0.8539020431763384,0.0034428462386131287,0.027018865570425987,0.35,0.8,300,True
1,22.091541307126622,0.818703487728337,0.00617044884711504,0.033282868564128876,0.35,0.8,300,True
2,28.51715387965943,0.9112846942593741,0.0013115444453433156,0.019457561895251274,0.35,0.8,300,True
3,29.382012060502237,0.8928373724198035,0.0010645496658980846,0.02725336141884327,0.35,0.8,300,True
4,28.890340975163742,0.940917288371284,0.001272387569770217,0.023518972098827362,0.35,0.8,300,True
5,25.917903830282643,0.8816636374724358,0.0023674238473176956,0.028074750676751137,0.35,0.8,300,True
6,23.14989571782104,0.8357081420490637,0.003962799906730652,0.037227094173431396,0.35,0.8,300,True
7,34.26354204264858,0.9547250169810865,0.00037090107798576355,0.016834212467074394,0.35,0.8,300,True
8,23.27626608243068,0.8360533138724588,0.0046630376018583775,0.02783568762242794,0.35,0.8,300,True
9,18.53979598268407,0.6783647116710229,0.01380146387964487,0.046752359718084335,0.35,0.8,300,True
