sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_
0,36.010020887518166,0.9163071828595409,0.000245122384512797,0.03332861140370369,0.25,0.2,500
1,31.02487298025652,0.8341530568253656,0.0007888303371146321,0.033707574009895325,0.25,0.2,500
2,32.451144985876454,0.9088128328350276,0.0005301317432895303,0.02886636182665825,0.25,0.2,500
3,36.161804693378315,0.9435052655491174,0.00022345324396155775,0.027148088440299034,0.25,0.2,500
4,32.44255333229421,0.8959236980230385,0.0005615625996142626,0.03114858642220497,0.25,0.2,500
5,35.12720194376688,0.8692027595782243,0.0002840182278305292,0.04011912643909454,0.25,0.2,500
6,33.823024022066,0.9204793898052352,0.0003393823863007128,0.03141847252845764,0.25,0.2,500
7,33.62028301377244,0.8410350679351696,0.0004301144217606634,0.039091549813747406,0.25,0.2,500
8,33.78092612771224,0.8866992863615969,0.0004151479515712708,0.031948596239089966,0.25,0.2,500
9,34.36719598866957,0.905102051041013,0.00036073243245482445,0.037005577236413956,0.25,0.2,500
