sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,14.90412243124779,0.3442609603049452,0.031620800495147705,0.09682026505470276,0.7,0.4,50,False
1,15.924783247113634,0.4050113793804169,0.02552657574415207,0.13897301256656647,0.7,0.4,50,False
2,22.911038366878856,0.4079549430658795,0.004768639337271452,0.0822409838438034,0.7,0.4,50,False
3,23.097547456984838,0.6023014780741629,0.004524935502558947,0.09794533252716064,0.7,0.4,50,False
4,16.823345371052515,0.33789690540448325,0.020479481667280197,0.11125846952199936,0.7,0.4,50,False
5,18.565935333059006,0.4476892005724153,0.012866868637502193,0.09570389986038208,0.7,0.4,50,False
6,20.422736166883855,0.5146049888790979,0.007425370626151562,0.08986503630876541,0.7,0.4,50,False
7,20.995829925510435,0.43609428135327366,0.007870988920331001,0.10729346424341202,0.7,0.4,50,False
8,18.14848208629932,0.4697013433759679,0.015186135657131672,0.10140078514814377,0.7,0.4,50,False
9,18.633677658427423,0.4940443786499797,0.013506320305168629,0.11037266254425049,0.7,0.4,50,False
