sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_
0,37.14179899975041,0.9747487986450717,0.0001888883562060073,0.021393558010458946,0.25,0.4,500
1,32.23287794663527,0.9036487301732764,0.0005972870858386159,0.018531497567892075,0.25,0.4,500
2,33.38740516675303,0.9694563826359617,0.0004273245285730809,0.017022745683789253,0.25,0.4,500
3,37.811027073259915,0.9836045817940104,0.00015284963592421263,0.01455725822597742,0.25,0.4,500
4,33.287160429057636,0.9623268520376876,0.00046231443411670625,0.01782030239701271,0.25,0.4,500
5,38.54782047645168,0.9688238810951618,0.00012920649896841496,0.020518172532320023,0.25,0.4,500
6,35.4069445776318,0.9822835724481734,0.0002356661861995235,0.016027696430683136,0.25,0.4,500
7,35.38756959932756,0.9510523013163155,0.0002863224071916193,0.018532300367951393,0.25,0.4,500
8,34.50315555792271,0.961816234700574,0.0003515441785566509,0.0182410329580307,0.25,0.4,500
9,36.45683842419801,0.96214694839636,0.00022295689268503338,0.020046262070536613,0.25,0.4,500
