sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_
0,34.95544012626687,0.9713104763620901,0.00031249356106854975,0.008850373327732086,0.1,1.0,100
1,42.60604921580419,0.9921587430501992,5.481078187585808e-05,0.006507849786430597,0.1,1.0,100
2,37.581445163312175,0.982885354966448,0.00016268735635094345,0.006769763771444559,0.1,1.0,100
3,45.943744418407526,0.9949068135521361,2.349593341932632e-05,0.005096603184938431,0.1,1.0,100
4,26.721256442389596,0.9161153435072755,0.0020966592710465193,0.010898482985794544,0.1,1.0,100
5,41.284853803423076,0.9889456334959242,6.879882130306214e-05,0.005961809307336807,0.1,1.0,100
6,42.60309642919392,0.9941198328515694,4.494507084018551e-05,0.007748707197606564,0.1,1.0,100
7,39.48069278253098,0.9710460518812617,0.00011156887194374576,0.004791518207639456,0.1,1.0,100
8,37.02812282526761,0.9785489745830235,0.00019655461073853076,0.008010391145944595,0.1,1.0,100
9,40.57995192860672,0.9884222448641056,8.627989154774696e-05,0.010183420032262802,0.1,1.0,100
