sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_
0,42.18173114495844,0.9944741599823053,5.918504029978067e-05,0.008574101142585278,0.05,1.0,400
1,41.644158550201794,0.985759856592637,6.839983689133078e-05,0.007085847202688456,0.05,1.0,400
2,38.821640239122985,0.9951963599375281,0.0001222740684170276,0.00605971971526742,0.05,1.0,400
3,44.91123877695084,0.9953316877162617,2.9801851269439794e-05,0.004674424882978201,0.05,1.0,400
4,40.019078587263905,0.9945131694538552,9.811732161324471e-05,0.004848539363592863,0.05,1.0,400
5,45.40158804650833,0.9950827170082659,2.6662915843189694e-05,0.0044046202674508095,0.05,1.0,400
6,45.082919119271374,0.9965054535675099,2.539216984587256e-05,0.0051422580145299435,0.05,1.0,400
7,41.497931994067926,0.9895306410435184,7.011632260400802e-05,0.003896052250638604,0.05,1.0,400
8,41.623376646365955,0.9934185556490724,6.822724390076473e-05,0.00652787322178483,0.05,1.0,400
9,44.703605885874964,0.9954390689130908,3.3384450944140553e-05,0.006891648750752211,0.05,1.0,400
