sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_
0,31.912277550363054,0.95047763625873,0.0006297341897152364,0.013540017418563366,0.5,1.4,50
1,35.765881899483325,0.9719815232374843,0.00026477850042283535,0.013547874987125397,0.5,1.4,50
2,34.33027783922726,0.9511961657765357,0.0003439303836785257,0.012841040268540382,0.5,1.4,50
3,37.848020607311796,0.9845679686688295,0.00015155317669268698,0.010275513865053654,0.5,1.4,50
4,25.481006395206705,0.8993186267391732,0.002789670368656516,0.016109349206089973,0.5,1.4,50
5,38.59836139490958,0.9887913824573267,0.0001277115661650896,0.01044156588613987,0.5,1.4,50
6,35.99189430870956,0.9779387989895508,0.00020596920512616634,0.013018003664910793,0.5,1.4,50
7,37.98651292511332,0.9488336362552101,0.00015738415822852403,0.0095434645190835,0.5,1.4,50
8,32.123012181535195,0.9560320933567604,0.0006081269821152091,0.013079602271318436,0.5,1.4,50
9,36.586290359896594,0.9709313724370687,0.00021640921477228403,0.016483858227729797,0.5,1.4,50
