sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,lambda_rd,anis_param,clip
0,30.97222166627887,0.9587432813318398,0.0007819210877642035,0.00913504883646965,0.35,0.9,10,0.0001,0.0046415888336127,True
1,33.1588153536496,0.959821236361168,0.00048260227777063847,0.009799822233617306,0.35,0.9,10,0.0001,0.0464158883361277,True
2,33.26325061496671,0.9626322977006497,0.0004397170268930495,0.006435921881347895,0.35,0.9,10,0.0001,0.001,True
3,37.2626372449062,0.9610448346787562,0.00017342167848255485,0.0036264443770051003,0.35,0.9,10,0.0001,0.01,True
4,33.8155599086881,0.9645103511349582,0.00040935256402008235,0.005717005580663681,0.35,0.9,10,0.0001,0.0046415888336127,True
5,34.49640344145382,0.961505185036129,0.0003284173144493252,0.0037115479353815317,0.35,0.9,10,0.0001,0.0046415888336127,True
6,30.960366038131074,0.9718395286577036,0.000656077463645488,0.005253249313682318,0.35,0.9,10,0.0001,0.0021544346900318,True
7,44.14950570743352,0.9863318290534526,3.807691246038303e-05,0.0023296098224818707,0.35,0.9,10,0.0001,0.01,True
8,32.36816728589213,0.9572898928764189,0.0005747497198171914,0.005714953411370516,0.35,0.9,10,0.0001,0.0046415888336127,True
9,20.005028735126025,0.8126176318990632,0.009849222376942635,0.008846139535307884,0.35,0.9,10,0.0001,0.0215443469003188,True
10,31.32834715620859,0.9806185069006663,0.0007278440752997994,0.01032331958413124,0.35,0.9,10,0.0001,0.01,True
11,36.67799509916965,0.9621252112390456,0.00021456865943036973,0.0072306920774281025,0.35,0.9,10,0.0001,0.1,True
12,27.95832699855687,0.9668790096776527,0.0015892829978838563,0.007220185827463865,0.35,0.9,10,0.0001,0.01,True
13,24.48885082200848,0.916719051228497,0.00354660558514297,0.010096734389662743,0.35,0.9,10,0.0001,0.0215443469003188,True
14,38.14416613389671,0.9807171063926321,0.00015311695460695773,0.007848125882446766,0.35,0.9,10,0.0001,0.0021544346900318,True
15,41.27669937866592,0.976590506217305,7.440857734763995e-05,0.0038499285001307726,0.35,0.9,10,0.0001,0.01,True
16,41.44793346646246,0.9840680087067887,7.141303649405017e-05,0.004085724242031574,0.35,0.9,10,0.0001,0.0464158883361277,True
17,40.766572645096105,0.9814261544661134,8.373062155442312e-05,0.004713363014161587,0.35,0.9,10,0.0001,0.0464158883361277,True
18,37.42887348932531,0.9718182655233963,0.00017444259719923139,0.004475624766200781,0.35,0.9,10,0.0001,0.01,True
19,30.392954717933407,0.9616100011995087,0.0008830496808513999,0.005555581301450729,0.35,0.9,10,0.0001,0.0046415888336127,True
20,37.29771783576381,0.9610272974267956,0.0001594138884684071,0.004912783391773701,0.35,0.9,10,0.0001,0.01,True
21,45.14246995855971,0.9937988584716991,3.056899004150182e-05,0.0034231767058372498,0.35,0.9,10,0.0001,0.0464158883361277,True
22,33.752233442062305,0.9801003522671167,0.00041346371290273964,0.00904019083827734,0.35,0.9,10,0.0001,0.0021544346900318,True
23,36.66331934547013,0.9572776284441736,0.00021518801804631948,0.007219990249723196,0.35,0.9,10,0.0001,0.0464158883361277,True
24,34.52375877416297,0.950371892744112,0.00035142721026204526,0.01005313266068697,0.35,0.9,10,0.0001,0.001,True
