sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_
0,-242.44396223959993,3.4479065650290176e-24,1.71704354685278e+24,9439871500288.0,0.25,400,0.4
1,-254.5533211472951,4.160042460463459e-24,2.84972519739284e+25,10967469522944.0,0.25,400,0.4
2,-246.57962951897582,1.3675601747478931e-23,4.240931538588551e+24,11538201051136.0,0.25,400,0.4
3,-244.08960647902472,1.2186079875027893e-23,2.367706038962324e+24,8230052298752.0,0.25,400,0.4
4,-247.46706837882164,2.446330799787908e-23,5.499969956092045e+24,11871358812160.0,0.25,400,0.4
5,-244.3798977691722,1.3475451131482749e-24,2.5354565502281844e+24,9541453348864.0,0.25,400,0.4
6,-246.80929827044878,4.682530519256901e-24,3.9257403812819844e+24,12338067406848.0,0.25,400,0.4
7,-248.34960395638626,3.553379123335394e-24,6.769750431484338e+24,9463849287680.0,0.25,400,0.4
8,-246.3232677670645,9.692630960923233e-23,4.252284644874791e+24,8863956860928.0,0.25,400,0.4
9,-247.42951096134786,1.0262858694799528e-23,5.455768098526923e+24,14135486054400.0,0.25,400,0.4
