sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,lambda_rd,anis_param,clip
0,37.29615899533851,0.9760892061810744,0.00018229267152491957,0.014625213108956814,0.07,0.9,5,1e-08,0.01,True
1,26.065874861022436,0.9261369394468599,0.002471060724928975,0.02016833983361721,0.07,0.9,5,1e-08,0.2154434690031882,True
2,29.613956413104773,0.9324207918693709,0.001018832204863429,0.008238205686211586,0.07,0.9,5,1e-08,0.0046415888336127,True
3,37.08545250212293,0.9576849751904899,0.00018064331379719079,0.0049620866775512695,0.07,0.9,5,1e-08,0.0021544346900318,True
4,31.661645460933407,0.9731313953612488,0.000672185211442411,0.011983153410255909,0.07,0.9,5,1e-08,0.0464158883361277,True
5,38.15605318291203,0.9738545854209746,0.00014140379789751023,0.0045729512348771095,0.07,0.9,5,1e-08,0.01,True
6,33.637425732033265,0.9687162293092385,0.0003542004560586065,0.008037840947508812,0.07,0.9,5,1e-08,0.0046415888336127,True
7,41.590690484326814,0.9831363889701104,6.863462476758286e-05,0.0038817657623440027,0.07,0.9,5,1e-08,0.1,True
8,30.45785831538778,0.9236563048234173,0.000892297422979027,0.013462001457810402,0.07,0.9,5,1e-08,0.0215443469003188,True
9,18.565807199645153,0.738060390913712,0.013719050213694572,0.022540220990777016,0.07,0.9,5,1e-08,0.1,True
10,25.018225766536666,0.9401933614345281,0.003112077945843339,0.025561561807990074,0.07,0.9,5,1e-08,0.1,True
11,34.107583740430165,0.960364096135793,0.0003877996641676873,0.009071205742657185,0.07,0.9,5,1e-08,0.4641588833612777,True
12,33.230760456739496,0.9661397690297526,0.0004720173019450158,0.009419509209692478,0.07,0.9,5,1e-08,0.1,True
13,33.161512314575624,0.9431616691843644,0.0004814449930563569,0.015083946287631989,0.07,0.9,5,1e-08,0.2154434690031882,True
14,34.443040530568325,0.9644600558176375,0.0003590342530515045,0.015509204007685184,0.07,0.9,5,1e-08,0.001,True
15,43.59358470535227,0.9776638692439032,4.36449954577256e-05,0.0066413008607923985,0.07,0.9,5,1e-08,0.1,True
16,41.08902124365105,0.9820450577881068,7.756551349302754e-05,0.008838718757033348,0.07,0.9,5,1e-08,0.2154434690031882,True
17,41.01445842164236,0.9789879931784758,7.908529369160533e-05,0.009357023052871227,0.07,0.9,5,1e-08,0.2154434690031882,True
18,35.9432479203183,0.9638688120187497,0.0002455924986861646,0.005906363483518362,0.07,0.9,5,1e-08,0.1,True
19,31.649981881315927,0.9754670449024138,0.000661123194731772,0.009500126354396343,0.07,0.9,5,1e-08,0.0215443469003188,True
20,31.989955316603776,0.9080745911742758,0.0005411309539340436,0.015235505066812038,0.07,0.9,5,1e-08,0.1,True
21,43.564068874883006,0.9896761401795751,4.396642907522619e-05,0.0070243398658931255,0.07,0.9,5,1e-08,0.2154434690031882,True
22,-256.2162610569782,0.3628756612754582,4.104751044537776e+25,5006320205824.0,0.07,0.9,5,1e-08,0.0001,True
23,34.80476471246257,0.9404711634443518,0.0003301213146187365,0.015894366428256035,0.07,0.9,5,1e-08,0.0004641588833612,True
24,31.93232377208102,0.947920816663126,0.0006382324500009418,0.016996780410408974,0.07,0.9,5,1e-08,0.01,True
