sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,lambda_rd,anis_param,clip
0,27.730823294828454,0.9155020265774158,0.0016493117436766624,0.021917829290032387,0.35,0.9,25,1e-08,0.0046415888336127,True
1,26.141986053072177,0.882739247054643,0.002428131876513362,0.030753381550312042,0.35,0.9,25,1e-08,0.0464158883361277,True
2,31.26210193442372,0.9516301257506982,0.0006970888352952898,0.016397129744291306,0.35,0.9,25,1e-08,0.001,True
3,31.07331814858828,0.9160704248776069,0.0007211660849861801,0.021615469828248024,0.35,0.9,25,1e-08,0.01,True
4,28.358327995078625,0.9483004842257229,0.0014382046647369862,0.02002650871872902,0.35,0.9,25,1e-08,0.0046415888336127,True
5,32.301308564357214,0.9504615193227127,0.0005444218986667693,0.020183172076940536,0.35,0.9,25,1e-08,0.0046415888336127,True
6,26.306247748370808,0.9059484431998741,0.001915874076075852,0.02835858054459095,0.35,0.9,25,1e-08,0.0021544346900318,True
7,38.357017595604404,0.9766029092118959,0.00014451421156991273,0.010420612059533596,0.35,0.9,25,1e-08,0.01,True
8,25.658890544687655,0.8791295045300054,0.0026940549723803997,0.024611080065369606,0.35,0.9,25,1e-08,0.0046415888336127,True
9,18.680912585254518,0.6945960498296596,0.013360218144953251,0.04058949276804924,0.35,0.9,25,1e-08,0.0215443469003188,True
10,25.0471285621867,0.9257531534376774,0.0030914354138076305,0.04030097275972366,0.35,0.9,25,1e-08,0.01,True
11,32.40999727278745,0.9256351716370467,0.0005732790450565517,0.022040024399757385,0.35,0.9,25,1e-08,0.1,True
12,27.96456967646076,0.9295699286271729,0.0015870003262534738,0.017411064356565475,0.35,0.9,25,1e-08,0.01,True
13,26.274494235012376,0.8865788508018227,0.0023509778548032045,0.026729438453912735,0.35,0.9,25,1e-08,0.0215443469003188,True
14,33.78319180889695,0.9452903330003145,0.00041794648859649897,0.022491266950964928,0.35,0.9,25,1e-08,0.0021544346900318,True
15,33.99215953784935,0.9602122391171377,0.0003981777117587626,0.014488697052001953,0.35,0.9,25,1e-08,0.01,True
16,37.995786013799496,0.9726621380961963,0.00015812196943443269,0.01851069927215576,0.35,0.9,25,1e-08,0.0464158883361277,True
17,33.88563389653382,0.9601837398082602,0.00040829883073456585,0.019499773159623146,0.35,0.9,25,1e-08,0.0464158883361277,True
18,29.90231676989129,0.9289679742649859,0.0009869796922430396,0.024057481437921524,0.35,0.9,25,1e-08,0.01,True
19,31.756152516871165,0.9515508512502115,0.0006451568915508687,0.020655764266848564,0.35,0.9,25,1e-08,0.0046415888336127,True
20,25.807731918717437,0.8044814629644023,0.0022465947549790144,0.040536899119615555,0.35,0.9,25,1e-08,0.01,True
21,37.19135978134385,0.984114955161132,0.0001907181867863983,0.012774952687323093,0.35,0.9,25,1e-08,0.0464158883361277,True
22,28.866201638000916,0.9280538030268607,0.0012736221542581916,0.03586235269904137,0.35,0.9,25,1e-08,0.0021544346900318,True
23,32.41630461116764,0.9214807284228942,0.0005721627967432141,0.023290438577532768,0.35,0.9,25,1e-08,0.0464158883361277,True
24,29.672523343798098,0.9235964643743017,0.0010738878045231104,0.027598874643445015,0.35,0.9,25,1e-08,0.001,True
