sample_idx,psnr,ssim,mse,post_std_mean,alpha,sigma_used
0,31.269403612829052,0.9258551478205235,1635.7706298828125,40.802677154541016,1695.0078125,0.15492665948603665
1,36.74247467210827,0.9638323980711316,157.02601623535156,19.492712020874023,869.902587890625,0.1822566859222575
2,29.817588854053056,0.8693048898279628,2639.305908203125,33.38999557495117,1058.153076171875,0.34606870479985324
