sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,lambda_rd,anis_param,clip
0,31.458199713446774,0.9672465548765057,0.0006991415284574032,0.005017767194658518,0.07,0.9,5,9.999999999999999e-06,0.01,True
1,26.99768543801499,0.9366216061839121,0.001993895275518298,0.004365813918411732,0.07,0.9,5,9.999999999999999e-06,0.2154434690031882,True
2,34.730502487969815,0.9741980547106549,0.0003136520099360496,0.0041582416743040085,0.07,0.9,5,9.999999999999999e-06,0.0046415888336127,True
3,34.99496592346785,0.9515145765569434,0.00029232806991785765,0.0028250524774193764,0.07,0.9,5,9.999999999999999e-06,0.0021544346900318,True
4,31.477839892737443,0.9729536654287324,0.0007012445712462068,0.004140766337513924,0.07,0.9,5,9.999999999999999e-06,0.0464158883361277,True
5,34.6530680745505,0.9564991097309088,0.0003167813119944185,0.0024316725321114063,0.07,0.9,5,9.999999999999999e-06,0.01,True
6,32.14501029813936,0.9790704572963518,0.0004994485061615705,0.0029134568758308887,0.07,0.9,5,9.999999999999999e-06,0.0046415888336127,True
7,36.86848593879647,0.9797132563603306,0.00020359340123832226,0.001961889211088419,0.07,0.9,5,9.999999999999999e-06,0.1,True
8,33.39547568779103,0.9706980942818648,0.000453678221674636,0.0036793590988963842,0.07,0.9,5,9.999999999999999e-06,0.0215443469003188,True
9,19.118702822670073,0.782328044597778,0.012079098261892796,0.0046568880788981915,0.07,0.9,5,9.999999999999999e-06,0.1,True
10,21.827380617870027,0.8796582171625926,0.006488360930234194,0.00554004916921258,0.07,0.9,5,9.999999999999999e-06,0.1,True
11,37.8938491282598,0.9821175668692318,0.00016217386291828007,0.004536251071840525,0.07,0.9,5,9.999999999999999e-06,0.4641588833612777,True
12,34.23565744184611,0.9806013542493677,0.00037451411481015384,0.0033815130591392517,0.07,0.9,5,9.999999999999999e-06,0.1,True
13,28.19718833485211,0.950816422316435,0.0015100076561793685,0.00971543975174427,0.07,0.9,5,9.999999999999999e-06,0.2154434690031882,True
14,38.98183997171377,0.9860887766130445,0.0001262571313418448,0.005005009472370148,0.07,0.9,5,9.999999999999999e-06,0.001,True
15,37.91499500037042,0.9669008165736317,0.00016135908663272858,0.0025275535881519318,0.07,0.9,5,9.999999999999999e-06,0.1,True
16,39.703578602339824,0.9920082774447706,0.00010671192285371944,0.002533271675929427,0.07,0.9,5,9.999999999999999e-06,0.2154434690031882,True
17,42.72382880432901,0.9878778169613996,5.33529746462591e-05,0.003209176240488887,0.07,0.9,5,9.999999999999999e-06,0.2154434690031882,True
18,34.63271903531192,0.9703263157384684,0.0003320992982480675,0.003053276566788554,0.07,0.9,5,9.999999999999999e-06,0.1,True
19,30.354906049923652,0.9471037476270684,0.0008908200543373823,0.0038155142683535814,0.07,0.9,5,9.999999999999999e-06,0.0215443469003188,True
20,32.33942012598063,0.9454875571972338,0.000499293499160558,0.0027521257288753986,0.07,0.9,5,9.999999999999999e-06,0.1,True
21,45.51339333439444,0.9968544165108841,2.8066529921488836e-05,0.0022991884034126997,0.07,0.9,5,9.999999999999999e-06,0.2154434690031882,True
22,-65.21033088924602,0.3652847643829342,3256070.75,2186.067138671875,0.07,0.9,5,9.999999999999999e-06,0.0001,True
23,38.00507898193077,0.9746280791405185,0.00015799456741660833,0.004915270954370499,0.07,0.9,5,9.999999999999999e-06,0.0004641588833612,True
24,35.806341160278166,0.9609562651753056,0.0002615635166876018,0.006138134747743607,0.07,0.9,5,9.999999999999999e-06,0.01,True
