sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,lambda_rd,anis_param,clip
0,36.22893825351053,0.9730822318632413,0.00023307259834837168,0.015453693456947803,0.35,0.9,50,9.999999999999999e-06,0.0215443469003188,True
1,31.52110976894324,0.9451173938295666,0.0007036551833152771,0.020049111917614937,0.35,0.9,50,9.999999999999999e-06,0.0215443469003188,True
2,34.651909903848164,0.9694252770444065,0.00031937973108142614,0.011865565553307533,0.35,0.9,50,9.999999999999999e-06,0.0001,True
3,35.261598889640375,0.9454194657481492,0.00027492057415656745,0.0060944827273488045,0.35,0.9,50,9.999999999999999e-06,0.0046415888336127,True
4,31.961053918852063,0.9507506000660398,0.0006274051847867668,0.0114170853048563,0.35,0.9,50,9.999999999999999e-06,0.0021544346900318,True
5,35.57040095471598,0.9566216441976643,0.0002564639435149729,0.005774811841547489,0.35,0.9,50,9.999999999999999e-06,0.01,True
6,30.693205804036555,0.9587138701457111,0.0006977038574405015,0.008877444081008434,0.35,0.9,50,9.999999999999999e-06,0.0021544346900318,True
7,41.08175331039942,0.9816139647804424,7.716794789303094e-05,0.004357266705483198,0.35,0.9,50,9.999999999999999e-06,0.0021544346900318,True
8,29.909491134531425,0.9258130810870352,0.0010123866377398372,0.011860865168273449,0.35,0.9,50,9.999999999999999e-06,0.0215443469003188,True
9,20.94927337450686,0.8024101235200503,0.007924601435661316,0.028743591159582138,0.35,0.9,50,9.999999999999999e-06,0.0215443469003188,True
