sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,lambda_rd,anis_param,clip
0,34.288023935339886,0.9587732949077898,0.0003644036187324673,0.019574664533138275,0.35,0.9,200,9.999999999999999e-06,0.0046415888336127,True
1,31.55782753357826,0.9157603702078294,0.0006977312150411308,0.026697013527154922,0.35,0.9,200,9.999999999999999e-06,0.0464158883361277,True
2,32.482066705505254,0.9555322636376348,0.0005263705970719457,0.015232213772833347,0.35,0.9,200,9.999999999999999e-06,0.001,True
3,31.719310722755335,0.9217733725236481,0.0006214927416294813,0.011893150396645069,0.35,0.9,200,9.999999999999999e-06,0.01,True
4,30.664547608973535,0.9406726546547115,0.0008456657524220645,0.015277290716767311,0.35,0.9,200,9.999999999999999e-06,0.0046415888336127,True
5,34.432060175273506,0.94765521834294,0.0003333192435093224,0.008810292929410934,0.35,0.9,200,9.999999999999999e-06,0.0046415888336127,True
6,30.936895067898607,0.9446228321091924,0.0006596327293664217,0.012824160978198051,0.35,0.9,200,9.999999999999999e-06,0.0021544346900318,True
7,37.43826591823674,0.9722488228197068,0.0001785606291377917,0.006423144601285458,0.35,0.9,200,9.999999999999999e-06,0.01,True
8,29.179841976146204,0.9137657179244408,0.0011975986417382956,0.016383465379476547,0.35,0.9,200,9.999999999999999e-06,0.0046415888336127,True
9,19.715772105312986,0.7455000634527978,0.010527555830776691,0.03326515108346939,0.35,0.9,200,9.999999999999999e-06,0.0215443469003188,True
10,29.935042275360153,0.9671709624544877,0.0010031568817794323,0.025265613570809364,0.35,0.9,200,9.999999999999999e-06,0.01,True
11,33.99105821978027,0.9399302386293348,0.0003983455535490066,0.0153642687946558,0.35,0.9,200,9.999999999999999e-06,0.1,True
12,28.367527947296693,0.9561113916160644,0.0014463759725913405,0.016762562096118927,0.35,0.9,200,9.999999999999999e-06,0.01,True
13,24.936729814811443,0.8793452295625603,0.0031990790739655495,0.024823231622576714,0.35,0.9,200,9.999999999999999e-06,0.0215443469003188,True
14,33.350670695945965,0.9443674497267902,0.0004617137892637402,0.018248289823532104,0.35,0.9,200,9.999999999999999e-06,0.0021544346900318,True
15,39.85033891267711,0.9642880840844045,0.00010333775571780279,0.009470129385590553,0.35,0.9,200,9.999999999999999e-06,0.01,True
16,35.97045598644863,0.967278244587044,0.000252072379225865,0.01277894526720047,0.35,0.9,200,9.999999999999999e-06,0.0464158883361277,True
17,36.34853871307023,0.9627880294133512,0.00023157289251685143,0.01548796333372593,0.35,0.9,200,9.999999999999999e-06,0.0464158883361277,True
18,31.752659721323045,0.9312383836467815,0.0006445756880566478,0.01332255732268095,0.35,0.9,200,9.999999999999999e-06,0.01,True
19,30.120860217029126,0.9444283980134225,0.0009401444112882018,0.013230076991021633,0.35,0.9,200,9.999999999999999e-06,0.0046415888336127,True
20,29.66880140889325,0.8625823716057313,0.0009234593599103391,0.03280845656991005,0.35,0.9,200,9.999999999999999e-06,0.01,True
21,39.38745824447075,0.9835273509670214,0.00011502236156957224,0.009734506718814373,0.35,0.9,200,9.999999999999999e-06,0.0464158883361277,True
22,35.34787460917104,0.9575327996806586,0.00028633425245061517,0.021246911957859993,0.35,0.9,200,9.999999999999999e-06,0.0021544346900318,True
23,33.002770879295895,0.9222318950821372,0.0004998882650397718,0.019517725333571434,0.35,0.9,200,9.999999999999999e-06,0.0464158883361277,True
24,31.05402180609196,0.9229974752470805,0.0007812842959538102,0.020820949226617813,0.35,0.9,200,9.999999999999999e-06,0.001,True
