sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_
0,-247.8619405710809,5.440963157956387e-23,5.978319970657188e+24,6711174234112.0,0.25,200,0.4
1,-239.4535236137311,1.582017905538284e-22,8.806903642897525e+23,3926404104192.0,0.25,200,0.4
2,-240.4902420441709,1.0965026865821508e-22,1.0435724483296285e+24,4989056450560.0,0.25,200,0.4
3,-241.81148369339266,8.984485004455471e-23,1.40124969982968e+24,6075921203200.0,0.25,200,0.4
4,-242.25322073086093,3.1897077644794784e-21,1.6556769939270713e+24,5237597798400.0,0.25,200,0.4
5,-242.70869546938158,1.697169072380599e-23,1.725583524667779e+24,4921619906560.0,0.25,200,0.4
6,-243.03091655434403,4.242437173576627e-23,1.6446873461451588e+24,4641838858240.0,0.25,200,0.4
7,-245.97487832428595,4.747257779356274e-24,3.918322196090968e+24,6773996519424.0,0.25,200,0.4
8,-239.64117189629587,8.050164640725138e-23,9.128779150857426e+23,5341959946240.0,0.25,200,0.4
9,-244.87689918717223,6.535080269939595e-23,3.031061188031273e+24,4341535604736.0,0.25,200,0.4
