sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_
0,27.83137052337714,0.8800047608001121,0.0016115657053887844,0.027853716164827347,1.0,0.8,50
1,33.46374417058157,0.9640418103328061,0.00044987976434640586,0.027426358312368393,1.0,0.8,50
2,27.684168183581605,0.7539896936654675,0.0015888449270278215,0.02419801987707615,1.0,0.8,50
3,33.56796096367178,0.9204597686877776,0.0004060420615132898,0.02290140464901924,1.0,0.8,50
4,20.035142246208988,0.693046238464224,0.009775507263839245,0.03282902017235756,1.0,0.8,50
5,28.213904912025676,0.8917760081167292,0.0013953266898170114,0.028337683528661728,1.0,0.8,50
6,30.90793439610737,0.9516631686219982,0.0006640462088398635,0.02436157315969467,1.0,0.8,50
7,28.48685588064326,0.8047274661974134,0.0014025770360603929,0.023665737360715866,1.0,0.8,50
8,35.30073708493881,0.9506546359805254,0.00029256462585181,0.028576763346791267,1.0,0.8,50
9,32.24140601834494,0.9463004287105473,0.0005885240389034152,0.031586725264787674,1.0,0.8,50
