sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_
0,36.189765671949765,0.9770009284425754,0.0002351843868382275,0.008115466684103012,0.05,1.0,500
1,44.187017017064974,0.9938862945180928,3.8086334825493395e-05,0.005842973943799734,0.05,1.0,500
2,38.681643424568975,0.9876196902356773,0.00012627984688151628,0.006513519212603569,0.05,1.0,500
3,46.623335532904534,0.9951747310173893,2.0092480554012582e-05,0.004648549482226372,0.05,1.0,500
4,27.822615021265907,0.9326328885394568,0.0016270166961476207,0.009667530655860901,0.05,1.0,500
5,41.3731878431479,0.9883870191341583,6.741360994055867e-05,0.005427210591733456,0.05,1.0,500
6,43.449358633637075,0.9947737586233761,3.698757791426033e-05,0.007122199051082134,0.05,1.0,500
7,40.58237393227739,0.9781549266540475,8.65714973770082e-05,0.004189044702798128,0.05,1.0,500
8,36.94874623096029,0.9769760866806111,0.0002001800894504413,0.007342327386140823,0.05,1.0,500
9,41.06146046782552,0.9886451023404935,7.722514419583604e-05,0.009354040957987309,0.05,1.0,500
