sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_
0,-254.54452648291368,1.7358867644354277e-24,2.7850801968766312e+25,11237657149440.0,0.25,500,0.4
1,-250.97449795894607,1.6745222497040944e-24,1.2500306994340762e+25,21316392452096.0,0.25,500,0.4
2,-249.0751507039554,5.810173398205769e-24,7.533788053822781e+24,12495391555584.0,0.25,500,0.4
3,-255.06492556239525,6.421805194608577e-24,2.9638736497209546e+25,25017505021952.0,0.25,500,0.4
4,-246.82578313457068,8.10418386128646e-24,4.7449522151448933e+24,13390511603712.0,0.25,500,0.4
5,-245.3085435894619,4.219502202358433e-25,3.1399358891669396e+24,11727035957248.0,0.25,500,0.4
6,-249.32467011433206,2.120527813043431e-24,7.005815721238608e+24,16576390627328.0,0.25,500,0.4
7,-253.78864887978327,3.516508692697017e-25,2.3685206644744415e+25,15631351021568.0,0.25,500,0.4
8,-252.24502021205433,2.222899456874018e-24,1.6626374404577213e+25,16719509716992.0,0.25,500,0.4
9,-247.3217078674345,7.375877826988739e-25,5.322009027866199e+24,12969557622784.0,0.25,500,0.4
