sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,30.269676408650152,0.9269929584519413,0.0009192157303914428,0.02164371870458126,1.0,1.2,300,False
1,30.838277563311046,0.934542886751355,0.0008234611595980823,0.023120302706956863,1.0,1.2,300,False
2,30.54065378036423,0.8851347401338342,0.0008230627863667905,0.02008945308625698,1.0,1.2,300,False
3,32.07378503367285,0.9556971516198757,0.0005727810203097761,0.017668943852186203,1.0,1.2,300,False
4,24.2649641774953,0.8740317776452119,0.003691110759973526,0.024388760328292847,1.0,1.2,300,False
5,33.139851861910216,0.9712830067865005,0.00044882934889756143,0.017654582858085632,1.0,1.2,300,False
6,31.719136692002465,0.9585817562506541,0.0005509066977538168,0.02062397263944149,1.0,1.2,300,False
7,34.405782589355006,0.9002650404604626,0.00035895005566999316,0.01570340245962143,1.0,1.2,300,False
8,30.53258997694545,0.9437912871717054,0.0008770745480433106,0.01851421594619751,1.0,1.2,300,False
9,29.1983523840659,0.9020680588711538,0.0011859587393701077,0.030926864594221115,1.0,1.2,300,False
