sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,16.250013077871067,0.515116314402303,0.023194432258605957,0.055546730756759644,0.5,1.2,50,False
1,18.24653307390453,0.674386536780124,0.014956073835492134,0.05567687004804611,0.5,1.2,50,False
2,26.00434161126161,0.7799305966867843,0.002339182887226343,0.0331532247364521,0.5,1.2,50,False
3,28.25445802060233,0.862278233611691,0.0013801341410726309,0.049015190452337265,0.5,1.2,50,False
4,19.62533330377354,0.6487527995212224,0.010742866434156895,0.07140365242958069,0.5,1.2,50,False
5,19.767571354848986,0.6583842857391153,0.009756841696798801,0.05009634047746658,0.5,1.2,50,False
6,19.946868265259337,0.63569828920996,0.008285236544907093,0.06130378693342209,0.5,1.2,50,False
7,25.853889144326825,0.7734766774368736,0.0025717183016240597,0.04164425656199455,0.5,1.2,50,False
8,18.574709765286688,0.6125308803968795,0.013766530901193619,0.0558859258890152,0.5,1.2,50,False
9,19.375130127450074,0.7370769842602894,0.011386539787054062,0.06545236706733704,0.5,1.2,50,False
