sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_
0,-84.85076384250706,-8.612670857905247e-10,298855648.0,116387.015625,0.5,500,0.2
1,-82.4901114823581,-1.7874364615748838e-09,177207472.0,116886.5625,0.5,500,0.2
2,-84.92401737826367,3.743991856604552e-11,289667712.0,115809.5625,0.5,500,0.2
3,-83.76924520871165,-1.7741426507054e-10,219933632.0,117176.1875,0.5,500,0.2
4,-83.66234808031598,3.190789738107181e-10,229027872.0,116947.1796875,0.5,500,0.2
5,-83.57372284162751,1.0464180483322542e-09,210590464.0,116904.0546875,0.5,500,0.2
6,-85.25167869998978,-2.5835508790273073e-10,274258176.0,117737.0703125,0.5,500,0.2
7,-83.78957778119104,8.307963023025809e-10,236902736.0,119168.3203125,0.5,500,0.2
8,-84.00044919992156,6.231570973934069e-10,249080880.0,116500.5625,0.5,500,0.2
9,-83.55218304787861,-1.541699738541164e-10,223420544.0,118264.6015625,0.5,500,0.2
