sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,34.65226978708167,0.9695171709331012,0.00033508738852106035,0.01013787928968668,0.1,1.2,500,False
1,40.72474214351245,0.986933138440637,8.452723704976961e-05,0.008483869023621082,0.1,1.2,500,False
2,37.64057597637168,0.9817345786697478,0.0001604873250471428,0.009074440225958824,0.1,1.2,500,False
3,42.638631935906524,0.9917323028801396,5.029258318245411e-05,0.0068553355522453785,0.1,1.2,500,False
4,27.509574742986096,0.9304945909209603,0.0017486222786828876,0.011325255036354065,0.1,1.2,500,False
5,41.47308454102385,0.9902566846064124,6.588066025869921e-05,0.007195965852588415,0.1,1.2,500,False
6,40.013302475598294,0.9906424852040038,8.159461140166968e-05,0.009373934008181095,0.1,1.2,500,False
7,39.67164749518036,0.9713655100948917,0.00010676959209376946,0.005927226971834898,0.1,1.2,500,False
8,33.98085646156632,0.9644352100074476,0.00039646957884542644,0.009295874275267124,0.1,1.2,500,False
9,39.21187515164955,0.9809483037675252,0.00011822715896414593,0.011628218926489353,0.1,1.2,500,False
