sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,33.87967443496227,0.9652580400300285,0.00040032953256741166,0.011764215305447578,0.1,1.4,500,False
1,38.49010199569293,0.9789458510953206,0.0001414036814821884,0.010520944371819496,0.1,1.4,500,False
2,37.25545582551281,0.9793333612666902,0.00017536897212266922,0.011032446287572384,0.1,1.4,500,False
3,40.16441112044478,0.9876025031071821,8.890496246749535e-05,0.008797713555395603,0.1,1.4,500,False
4,27.594776797796943,0.9334025459077644,0.0017146512400358915,0.013107440434396267,0.1,1.4,500,False
5,41.923341230687434,0.992354805609144,5.9392590628704056e-05,0.008821235038340092,0.1,1.4,500,False
6,38.13133402098389,0.9865664277990782,0.00012585148215293884,0.01117399986833334,0.1,1.4,500,False
7,39.37797051393395,0.969500609003661,0.00011423922114772722,0.007702270522713661,0.1,1.4,500,False
8,32.44131918266197,0.954585064390926,0.0005651498213410378,0.01080520823597908,0.1,1.4,500,False
9,38.28792967494386,0.9757121066621459,0.00014625537733081728,0.013067943975329399,0.1,1.4,500,False
