sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,26.151701527825427,0.90333204623516,0.0023725475184619427,0.021509641781449318,0.07,0.8,50,True
1,21.83715699358502,0.8243617437855532,0.006542672868818045,0.030699895694851875,0.07,0.8,50,True
2,29.519484883590653,0.9248305206998274,0.0010412376141175628,0.01696876250207424,0.07,0.8,50,True
3,31.638177931635255,0.9241535062868037,0.0006332122720777988,0.02364855445921421,0.07,0.8,50,True
4,29.57330415165941,0.9618402037258241,0.0010872341226786375,0.019400672987103462,0.07,0.8,50,True
5,26.80493969874963,0.9103255739063841,0.0019300671992823482,0.025601746514439583,0.07,0.8,50,True
6,23.738068935260852,0.869008277169435,0.0034608663991093636,0.03389161452651024,0.07,0.8,50,True
7,37.09552719392634,0.9749623641018036,0.00019322334264870733,0.013788510113954544,0.07,0.8,50,True
8,23.343210063844616,0.8484414682939353,0.004591710865497589,0.026219606399536133,0.07,0.8,50,True
9,18.670366930160384,0.697001912102206,0.013392698019742966,0.04217240586876869,0.07,0.8,50,True
