sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,34.03663074877845,0.9661934959699311,0.0003861197328660637,0.011462660506367683,0.1,1.4,400,False
1,38.84190384013803,0.9803182520241437,0.00013040089106652886,0.010097009129822254,0.1,1.4,400,False
2,37.536716084419744,0.9812981957959932,0.0001643715804675594,0.01067728828638792,0.1,1.4,400,False
3,40.456669295748924,0.9879760663606557,8.311897545354441e-05,0.00851350650191307,0.1,1.4,400,False
4,27.675941989544963,0.9338936275784292,0.0016829039668664336,0.01279345341026783,0.1,1.4,400,False
5,42.16786236610166,0.9926166932249463,5.6141001550713554e-05,0.008584285154938698,0.1,1.4,400,False
6,38.40782767253874,0.9870776102423545,0.00011808887211373076,0.010900524444878101,0.1,1.4,400,False
7,39.542046653921766,0.9709841920172467,0.00011000379163306206,0.007448857184499502,0.1,1.4,400,False
8,32.62933279548868,0.9554795191860667,0.0005412055179476738,0.010547642596065998,0.1,1.4,400,False
9,38.663190624768184,0.9773332875210434,0.0001341484603472054,0.012609193101525307,0.1,1.4,400,False
