sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,16.596109572816136,0.540583143891346,0.021417764946818352,0.05418508127331734,0.07,1.0,100,False
1,18.252179072011085,0.686266728297815,0.014936641789972782,0.05431944504380226,0.07,1.0,100,False
2,26.288937225379897,0.7847219480171447,0.002190809464082122,0.03111257590353489,0.07,1.0,100,False
3,28.277772818091616,0.8711298781073958,0.0013727449113503098,0.04642583802342415,0.07,1.0,100,False
4,19.851620290319335,0.6530871558832932,0.01019744761288166,0.06886428594589233,0.07,1.0,100,False
5,20.029995296705337,0.6819958278382633,0.009184739552438259,0.048330292105674744,0.07,1.0,100,False
6,19.70233166911863,0.6216353525282547,0.00876513309776783,0.05822121351957321,0.07,1.0,100,False
7,25.73347535564658,0.775591650302546,0.0026440201327204704,0.04102187603712082,0.07,1.0,100,False
8,18.59234323107006,0.6265777303152503,0.0137107502669096,0.054808732122182846,0.07,1.0,100,False
9,19.456574286957206,0.7653499084114653,0.011174996383488178,0.05992387980222702,0.07,1.0,100,False
