sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,24.462059413720073,0.8573049419535195,0.0035008955746889114,0.02499081939458847,0.35,0.6,300,True
1,22.206450897466226,0.8233460595195466,0.006009326316416264,0.033837322145700455,0.35,0.6,300,True
2,28.736357338253736,0.9132674183209102,0.001246989006176591,0.018120113760232925,0.35,0.6,300,True
3,29.522474018992323,0.8933144393617285,0.0010306702461093664,0.027338499203324318,0.35,0.6,300,True
4,29.08698049520007,0.9391104328312495,0.0012160612968727946,0.021783629432320595,0.35,0.6,300,True
5,25.642711214057755,0.8801487998784945,0.0025222913827747107,0.02773364447057247,0.35,0.6,300,True
6,23.319354321527946,0.8422560305305794,0.003811152186244726,0.035585734993219376,0.35,0.6,300,True
7,33.23970641481908,0.9424394863062722,0.00046950654359534383,0.015379289165139198,0.35,0.6,300,True
8,22.796867576349825,0.8262850461238754,0.005207253620028496,0.028474846854805946,0.35,0.6,300,True
9,18.477857855238206,0.6805089093089753,0.01399970706552267,0.04508532956242561,0.35,0.6,300,True
