sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,20.847486968388193,0.8285576985847763,0.008047044277191162,0.020149221643805504,0.07,0.2,400,True
1,21.666648413460507,0.8208684680587685,0.006804653909057379,0.03448455408215523,0.07,0.2,400,True
2,27.352251505309006,0.9090080185868067,0.001715035643428564,0.010442863218486309,0.07,0.2,400,True
3,29.500124706169313,0.9088557418551146,0.0010359878651797771,0.02493276633322239,0.07,0.2,400,True
4,24.957047075882404,0.9368026739042118,0.0031473771668970585,0.02100438065826893,0.07,0.2,400,True
5,23.241863397152148,0.8702527972224665,0.004384096246212721,0.028863374143838882,0.07,0.2,400,True
6,22.477765496695127,0.8461598716520354,0.004626101814210415,0.03315354138612747,0.07,0.2,400,True
7,25.319197850967985,0.9338312444538531,0.0029086570721119642,0.014077943749725819,0.07,0.2,400,True
8,21.99024607044512,0.8316363992037465,0.006270048674196005,0.034307811409235,0.07,0.2,400,True
9,18.51843770175247,0.6991675092880123,0.013869507238268852,0.044596537947654724,0.07,0.2,400,True
