sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,15.9584364899956,0.5061897177012689,0.02480512484908104,0.06087327003479004,0.07,0.6,300,False
1,18.564276683948883,0.6995033383479013,0.013900909572839737,0.06112849712371826,0.07,0.6,300,False
2,25.840304039122493,0.7597301356086013,0.002429226180538535,0.03362179175019264,0.07,0.6,300,False
3,28.31410188182831,0.860369973228735,0.0013613096671178937,0.05011748895049095,0.07,0.6,300,False
4,19.841623471004382,0.6459214658110226,0.010220947675406933,0.06840285658836365,0.07,0.6,300,False
5,19.98131667519753,0.6776777693593139,0.00928826816380024,0.04794349893927574,0.07,0.6,300,False
6,19.76860293779297,0.6283633701813958,0.008632397279143333,0.05499495193362236,0.07,0.6,300,False
7,26.12551722866275,0.7843138515661875,0.002415797673165798,0.03939347714185715,0.07,0.6,300,False
8,19.048647690505216,0.6484043503902366,0.012343284673988819,0.05841255187988281,0.07,0.6,300,False
9,19.334160657699016,0.7630961641922287,0.011494464240968227,0.06380601227283478,0.07,0.6,300,False
