sample_idx,psnr,ssim,mse,post_std_mean,alpha,sigma_used
0,35.246819012329475,0.9681658238149464,0.00029221546719782054,0.015248982235789299,1.0,0.1
1,41.254235600218635,0.9869762991850098,7.48251040931791e-05,0.012513160705566406,1.0,0.1
2,35.74566285667793,0.9680041796282718,0.00024827447487041354,0.013444585725665092,1.0,0.1
