sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_
0,29.079672308922213,0.9136131807457236,0.001208976493217051,0.02277560345828533,0.5,0.6,300
1,31.398739820826236,0.9161558666019494,0.0007237638928927481,0.01711580902338028,0.5,0.6,300
2,30.075296669565038,0.9665669634615305,0.0009161544148810208,0.01754484884440899,0.5,0.6,300
3,34.55526249424862,0.980198260938789,0.00032347513479180634,0.013829012401401997,0.5,0.6,300
4,30.603071560722857,0.9689231172157884,0.0008577216067351401,0.015664059668779373,0.5,0.6,300
5,32.04963720076093,0.9608964318307683,0.0005769028211943805,0.014915591105818748,0.5,0.6,300
6,33.84637252114463,0.9852092042180899,0.00033756272750906646,0.013975097797811031,0.5,0.6,300
7,32.210332254108465,0.95480918901193,0.0005950851482339203,0.01096203550696373,0.5,0.6,300
8,30.5207331692187,0.9322694374592706,0.0008794722962193191,0.016777044162154198,0.5,0.6,300
9,32.81992827619603,0.9538988113495588,0.0005151242366991937,0.018011493608355522,0.5,0.6,300
