sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,25.30408987885904,0.8819930325488111,0.002883872715756297,0.02369275502860546,0.5,0.8,25,True
1,22.522351174527873,0.8447579607342647,0.0055877347476780415,0.031322989612817764,0.5,0.8,25,True
2,29.124528633595137,0.9249653924299573,0.0011403692187741399,0.018311774358153343,0.5,0.8,25,True
3,30.276775891163446,0.9068813723799368,0.0008663423359394073,0.025683680549263954,0.5,0.8,25,True
4,29.07391153882285,0.9448964367663897,0.0012197262840345502,0.021467037498950958,0.5,0.8,25,True
5,26.2879417873182,0.8984171765110618,0.002174063352867961,0.026292970404028893,0.5,0.8,25,True
6,23.946139172289364,0.8621291046750936,0.003298965748399496,0.03514738380908966,0.5,0.8,25,True
7,36.81940440386704,0.9699947769581595,0.00020590735948644578,0.013733422383666039,0.5,0.8,25,True
8,23.42478624220991,0.8520198492753782,0.004506266210228205,0.026602191850543022,0.5,0.8,25,True
9,18.782988292502985,0.6957131995096508,0.01304986234754324,0.04431445524096489,0.5,0.8,25,True
