sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_
0,-248.2359923065805,1.1177108632228253e-23,6.516048325013344e+24,8653575290880.0,0.25,300,0.4
1,-242.74134284755817,1.9722138516937158e-23,1.8776090513019305e+24,8735867011072.0,0.25,300,0.4
2,-246.3410863705846,3.1849861488453256e-23,4.0142735118511203e+24,10925317816320.0,0.25,300,0.4
3,-251.5551079573426,3.812099806309409e-23,1.320924303920953e+25,11453670096896.0,0.25,300,0.4
4,-243.35415173996319,-6.526102434069144e-25,2.1333822371407622e+24,8914192039936.0,0.25,300,0.4
5,-243.92394076276167,1.5550399069419625e-24,2.2827610883459006e+24,8466846449664.0,0.25,300,0.4
6,-246.89048384494438,1.2717520119093849e-23,3.999817029104855e+24,8692052787200.0,0.25,300,0.4
7,-246.5449281982757,1.0502235454314037e-23,4.4679175714940425e+24,10657735901184.0,0.25,300,0.4
8,-245.08319724666123,1.5683533146135777e-23,3.19606241385421e+24,7436944539648.0,0.25,300,0.4
9,-242.43456098556166,1.1425739228999518e-23,1.727272698787216e+24,6920592162816.0,0.25,300,0.4
