sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,25.62879039342791,0.88558100675275,0.0026761225890368223,0.02392527274787426,0.25,1.0,50,True
1,21.922119256662175,0.8217588329702852,0.006415920332074165,0.030390305444598198,0.25,1.0,50,True
2,29.201251571743306,0.9239988905934894,0.001120400265790522,0.01865622214972973,0.25,1.0,50,True
3,30.135526543235123,0.9060661155111527,0.0008949824259616435,0.025342751294374466,0.25,1.0,50,True
4,29.131230257291463,0.9516254766191614,0.0012037339620292187,0.022214962169528008,0.25,1.0,50,True
5,26.84650450493844,0.9067156151059262,0.001911683357320726,0.026950925588607788,0.25,1.0,50,True
6,23.395855496987963,0.8500839149559447,0.0037446061614900827,0.03646669536828995,0.25,1.0,50,True
7,35.92834596983619,0.9716697216218471,0.0002528003533370793,0.01460025180131197,0.25,1.0,50,True
8,23.37805109149238,0.8426330294205362,0.004555021412670612,0.026483934372663498,0.25,1.0,50,True
9,18.69333985584457,0.6904523642899486,0.013322043232619762,0.044897761195898056,0.25,1.0,50,True
