sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,16.247591049937675,0.5139770880098566,0.023207372054457664,0.05693192780017853,0.5,1.2,100,False
1,18.449451671880716,0.6832752143000651,0.014273343607783318,0.05621446669101715,0.5,1.2,100,False
2,26.13696828016971,0.779757473603075,0.0022688275203108788,0.03429250046610832,0.5,1.2,100,False
3,28.271074675538635,0.8595950551622772,0.0013748637866228819,0.04952230677008629,0.5,1.2,100,False
4,19.789604053038914,0.6515090392724807,0.010344109497964382,0.07234983146190643,0.5,1.2,100,False
5,19.846521113427315,0.6590080091696602,0.00958107691258192,0.05066310614347458,0.5,1.2,100,False
6,19.770169788286655,0.6312695938107001,0.008629283867776394,0.06218521296977997,0.5,1.2,100,False
7,25.69504279427104,0.7690238339299772,0.002667522057890892,0.042641252279281616,0.5,1.2,100,False
8,18.581878142907044,0.6105052398617774,0.013743827119469643,0.05639981850981712,0.5,1.2,100,False
9,19.331435373570184,0.7280154819436894,0.011501680128276348,0.06700804829597473,0.5,1.2,100,False
