sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_
0,-84.63852700370269,1.710574217941968e-09,284601888.0,117159.90625,0.25,500,0.8
1,-83.2410951276616,-3.9036785164017146e-10,210659200.0,117055.65625,0.25,500,0.8
2,-84.9987484679368,-6.082976391238722e-11,294695264.0,116347.734375,0.25,500,0.8
3,-83.89180281802162,1.3443861738914854e-10,226228560.0,118170.9375,0.25,500,0.8
4,-83.93501068796185,1.2650740223686368e-09,243867872.0,116248.5078125,0.25,500,0.8
5,-84.11222742627433,1.9963170449444464e-10,238390624.0,116441.203125,0.25,500,0.8
6,-85.21619140524126,5.823994889969573e-11,272026304.0,118587.734375,0.25,500,0.8
7,-83.05471515579434,1.7840111705922462e-10,200024784.0,118780.1328125,0.25,500,0.8
8,-84.45213464011752,7.094102058370746e-10,276381472.0,116221.28125,0.25,500,0.8
9,-83.57354929638677,3.0140762584303453e-10,224522416.0,117319.203125,0.25,500,0.8
