sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_
0,44.93051867913589,0.9965765819153426,3.1429190130438656e-05,0.007362903095781803,0.05,0.8,50
1,43.973649734384885,0.9917114160808862,4.0004229958867654e-05,0.0056446087546646595,0.05,0.8,50
2,41.77793031673563,0.9971457504666381,6.190208659972996e-05,0.004677874967455864,0.05,0.8,50
3,46.86854182035387,0.9964088918285596,1.898947448353283e-05,0.0041622500866651535,0.05,0.8,50
4,42.91388796136181,0.9981283470603827,5.03807605127804e-05,0.004043504595756531,0.05,0.8,50
5,48.70383137709154,0.9974754037656528,1.2464741303119808e-05,0.004140813369303942,0.05,0.8,50
6,47.943324324063575,0.9980222420119157,1.3141933777660597e-05,0.004391199443489313,0.05,0.8,50
7,44.82252356720903,0.9957717986637101,3.261068923166022e-05,0.004274036269634962,0.05,0.8,50
8,44.96831426899048,0.9963161524604348,3.15837751259096e-05,0.005281774327158928,0.05,0.8,50
9,46.274357316599726,0.997293566294991,2.3252467144629918e-05,0.005382745526731014,0.05,0.8,50
