sample_idx,psnr,ssim,mse,post_std_mean,alpha,sigma_used
0,44.098749571936075,0.9964632072992492,3.806362292380072e-05,0.009593105874955654,1.0,0.05
1,45.86883722843048,0.994631456578356,2.585753463790752e-05,0.006811060942709446,1.0,0.05
2,40.13758490745542,0.9944375899800083,9.03108375496231e-05,0.0066478014923632145,1.0,0.05
