sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_
0,33.42110854220465,0.876418354422223,0.00044491211883723736,0.042213428765535355,0.25,0.4,100
1,32.40486787307334,0.843540100788292,0.000574095465708524,0.04342234507203102,0.25,0.4,100
2,33.060257394088616,0.8997786042152667,0.0004607577284332365,0.0335279144346714,0.25,0.4,100
3,34.89944879093831,0.9047594608045092,0.00029882867238484323,0.03964947164058685,0.25,0.4,100
4,32.4928385809926,0.9055883685132667,0.000555097998585552,0.03268837556242943,0.25,0.4,100
5,34.68174002799296,0.8744212395835465,0.0003146968374494463,0.04462243616580963,0.25,0.4,100
6,32.87988703982822,0.8705133558726716,0.00042169945663772523,0.04117317125201225,0.25,0.4,100
7,34.1378107124678,0.8304236867494873,0.00038179586408659816,0.04576542228460312,0.25,0.4,100
8,35.20147989482873,0.8934124051463493,0.00029932812321931124,0.03905634582042694,0.25,0.4,100
9,35.652178522812875,0.9216379358657127,0.00026834095478989184,0.04176156595349312,0.25,0.4,100
