sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_
0,-80.88790877634024,-7.737845575462881e-10,119998536.0,68215.3359375,0.5,300,0.2
1,-78.67384952422461,-3.3319974529970723e-09,73596272.0,68342.953125,0.5,300,0.2
2,-79.43929509997615,5.706628905851455e-10,81927152.0,67598.8828125,0.5,300,0.2
3,-79.29469357668076,1.2798069914883343e-09,78494008.0,68950.9765625,0.5,300,0.2
4,-79.59264059097163,2.5864450315190468e-09,89725848.0,68253.2890625,0.5,300,0.2
5,-79.38946056176435,-1.8548683791244118e-09,80354912.0,68096.640625,0.5,300,0.2
6,-80.08414187054983,-6.927267708545115e-10,83446080.0,69112.078125,0.5,300,0.2
7,-79.3649431369886,2.2270344726413014e-10,85527664.0,69142.90625,0.5,300,0.2
8,-78.79971894211545,-2.0470973724561964e-09,75208584.0,68326.6796875,0.5,300,0.2
9,-79.89815937520669,-4.616411656101958e-09,96320944.0,68687.8828125,0.5,300,0.2
