sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,16.29600355573733,0.5191835990493866,0.022950105369091034,0.05479944497346878,0.35,1.0,50,False
1,18.030760360584562,0.6683437549945815,0.01571791060268879,0.05551937222480774,0.35,1.0,50,False
2,25.825082348449364,0.7676262755733982,0.0024377552326768637,0.03127158060669899,0.35,1.0,50,False
3,27.721443121303505,0.8608412719271612,0.0015603528590872884,0.04774392023682594,0.35,1.0,50,False
4,19.432050423665903,0.6364873098726852,0.011231777258217335,0.06908628344535828,0.35,1.0,50,False
5,19.71054507088847,0.6561541128939969,0.009885801933705807,0.04878735914826393,0.35,1.0,50,False
6,20.13636026506957,0.6428367677949491,0.00793150719255209,0.05854465067386627,0.35,1.0,50,False
7,25.60514742233467,0.7676968195094075,0.0027233129367232323,0.04018466919660568,0.35,1.0,50,False
8,18.587515934051094,0.6156116567441381,0.013725997880101204,0.054952140897512436,0.35,1.0,50,False
9,19.470200810211217,0.7573223047427923,0.011139987967908382,0.06093006208539009,0.35,1.0,50,False
