sample_idx,psnr,ssim,mse,post_std_mean,alpha,sigma_used
0,41.31368387534749,0.9929671312295001,7.227976311696693e-05,0.011601985432207584,1.0,0.1
1,43.412162967456574,0.9914588276200742,4.552548489300534e-05,0.00926113035529852,1.0,0.1
2,36.97334223157581,0.9901308876196051,0.00018713892495725304,0.008378342725336552,1.0,0.1
