sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_
0,27.17909550811898,0.878341269967042,0.0018727314891293645,0.02718385122716427,0.5,0.8,500
1,32.415248092273835,0.9416152320579233,0.0005727249663323164,0.020923877134919167,0.5,0.8,500
2,28.729143889606558,0.938455049922018,0.0012490618973970413,0.021433500573039055,0.5,0.8,500
3,33.035639767070116,0.9682762667121533,0.0004589899617712945,0.020060664042830467,0.5,0.8,500
4,31.010693244197363,0.9725695900595963,0.0007808797527104616,0.017811737954616547,0.5,0.8,500
5,30.58854607931712,0.9545700985196328,0.000807628792244941,0.017673641443252563,0.5,0.8,500
6,31.25659174133351,0.9660328705521191,0.0006128193926997483,0.01920406147837639,0.5,0.8,500
7,31.992261003401204,0.9510177303916776,0.0006257288623601198,0.0098805520683527,0.5,0.8,500
8,30.825538786954173,0.9407453217730599,0.0008198636351153255,0.019269682466983795,0.5,0.8,500
9,29.7245528907351,0.9225451501002376,0.001050629187375307,0.024774637073278427,0.5,0.8,500
