sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,15.817725232273807,0.5032896974655283,0.025621971115469933,0.06032706797122955,0.25,0.6,300,False
1,18.581268918468965,0.6959091920513722,0.013846628367900848,0.06162780895829201,0.25,0.6,300,False
2,25.714479865930713,0.7558818330405731,0.002500635338947177,0.03415629267692566,0.25,0.6,300,False
3,28.205825253060766,0.8559278666543495,0.0013956759357824922,0.05043662711977959,0.25,0.6,300,False
4,19.731783425584105,0.6391638914432597,0.010482748970389366,0.069516621530056,0.25,0.6,300,False
5,19.84801120065346,0.6659768143205572,0.009577788412570953,0.04809102788567543,0.25,0.6,300,False
6,19.874676698499258,0.6358458124799939,0.00842411071062088,0.0551992692053318,0.25,0.6,300,False
7,26.026989500614796,0.7757924532294812,0.0024712313897907734,0.039309822022914886,0.25,0.6,300,False
8,19.03117186561985,0.6401637813809349,0.012393053621053696,0.05834821239113808,0.25,0.6,300,False
9,19.32288250356489,0.7550826603923977,0.011524353176355362,0.06588667631149292,0.25,0.6,300,False
