sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,16.26414704876366,0.5229063444175883,0.023119069635868073,0.053568750619888306,0.25,1.4,50,False
1,18.22167922143275,0.67623545174411,0.01504190918058157,0.05549125000834465,0.25,1.4,50,False
2,26.12438765576961,0.7885329298939308,0.0022754096426069736,0.03367152437567711,0.25,1.4,50,False
3,28.257615192557935,0.8630365312056927,0.0013791313394904137,0.04962751269340515,0.25,1.4,50,False
4,19.996061615261326,0.66724993117324,0.009863869287073612,0.07186178117990494,0.25,1.4,50,False
5,20.031859415676134,0.6780691487447998,0.009180799126625061,0.05074841156601906,0.25,1.4,50,False
6,19.779375278145643,0.6244020943558407,0.008611011318862438,0.06089145690202713,0.25,1.4,50,False
7,26.07401624193511,0.7816386822509215,0.002444616286084056,0.04274335503578186,0.25,1.4,50,False
8,18.7224872768087,0.6317269379502884,0.013305977918207645,0.055090054869651794,0.25,1.4,50,False
9,19.400804497368135,0.7390692409827043,0.011319424957036972,0.06573570519685745,0.25,1.4,50,False
