sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,25.778133136779132,0.8841931372232181,0.0025856622960418463,0.0246514230966568,0.07,1.2,500,True
1,21.531652277153675,0.8054308410981431,0.007019492331892252,0.030766278505325317,0.07,1.2,500,True
2,28.9694662799906,0.9190376382577017,0.0011818211060017347,0.01986243948340416,0.07,1.2,500,True
3,29.696128735377933,0.9019721842767868,0.0009902713354676962,0.025885283946990967,0.07,1.2,500,True
4,28.783552965072325,0.9535783442242842,0.0013040619669482112,0.022999713197350502,0.07,1.2,500,True
5,26.790676836582904,0.9051189185913087,0.0019364160252735019,0.027656152844429016,0.07,1.2,500,True
6,23.205512813471977,0.8455463539927567,0.003912374842911959,0.03742196038365364,0.07,1.2,500,True
7,34.87097155898428,0.9692838633331106,0.00032248921343125403,0.015457740053534508,0.07,1.2,500,True
8,23.372047451723418,0.8350813487517385,0.004561322741210461,0.02696971409022808,0.07,1.2,500,True
9,18.481652296292353,0.6773634385358862,0.013987482525408268,0.04647063836455345,0.07,1.2,500,True
